,rid,client_id,gender,transcription,reference,split,weight,wer,cer
50,train_50,male_7,male," In 1885, after defeat in the first Sino-Japanese War , the Qing government signs the Treaty of Shimono-Seki by which cedes sovereignty over Taiwan to Japan, which rules the island until 1945.",in 1895 after defeat in the first sino-japanese war 1894-1895 the qing government signs the treaty of shimonoseki by which it cedes sovereignty over taiwan to japan which rules the island until 1945,train,0.12991452991452992,0.17142857142857143,0.07653061224489796
51,train_51,male_7,male," Occasional specialist air tours go inland for mountaineering or to reach the pole, which has a larger base.",occasional specialist air tours go inland for mountaineering or to reach the pole which has a large base,train,0.12991452991452992,0.05555555555555555,0.009615384615384616
55,train_55,male_0,male, It can be better to use an agent who frequently books similar trips to yours.,it can be better to use an agent who frequently books similar trips to yours,train,0.11282051282051282,0.0,0.0
57,train_57,male_4,male," Leonov, also known as cosmonaut number 11, was part of the Soviet Union's original team of cosmonauts.",leonov also known as cosmonaut no 11 was part of the soviet union's original team of cosmonauts,train,0.1282051282051282,0.05555555555555555,0.052083333333333336
59,train_59,male_0,male, The number of native speakers varies depending on whether or not very closely related dialects are counted.,the number of native speakers varies depending on whether or not very closely related dialects are counted,train,0.11282051282051282,0.0,0.0
64,train_64,male_1,male," When the individual shows several variants of a particular trait, they are polymorphic.",when the individuals show several variants of a particular trait they are polymorphic,train,0.1170940170940171,0.15384615384615385,0.023529411764705882
68,train_68,male_3,male, It can be made very thin and stuck onto other metal. It can be made so thin that it was sometimes used to decorate the hand-painted pictures in books called illuminated manuscripts.,it can be made very thin and stuck onto other metal it can be made so thin that it was sometimes used to decorate the hand-painted pictures in books called illuminated manuscripts,train,0.13418803418803418,0.0,0.0
69,train_69,male_3,male, This gives resolution almost four times that of a 35 millimeter negative. 3136 millimeters squared versus 864.,this gives resolution almost four times that of a 35 mm negative 3136 mm2 versus 864,train,0.13418803418803418,0.2,0.38028169014084506
70,train_70,male_11,male, Vikings used erosion waterways to get to the Black Sea and Caspian Sea. Parts of these routes can still be used. Check possible need for special permits which may be difficult to get.,vikings used the russian waterways to get to the black sea and caspian sea parts of these routes can still be used check possible need for special permits which may be difficult to get,train,0.05897435897435897,0.058823529411764705,0.03260869565217391
72,train_72,male_5,male," Sophocles and Aristophanes are still popular playwrights, and their plays are considered to be among the greatest works of world literature.",sophocles and aristophanes are still popular playwrights and their plays are considered to be among the greatest works of world literature,train,0.10683760683760683,0.0,0.0
73,train_73,male_0,male, Income tax is structured differently in different countries and the tax rates and brackets vary widely from one country to another.,income tax is structured differently in different countries and the tax rates and brackets vary widely from one country to another,train,0.11282051282051282,0.0,0.0
77,train_77,male_10,male," Due to the regional significance of the city and in particular the many sites of the old city area, Jerusalem is one of the main tourist destinations in Israel.",due to the religious significance of the city and in particular the many sites of the old city area jerusalem is one of the main tourist destinations in israel,train,0.09401709401709402,0.034482758620689655,0.031446540880503145
80,train_80,male_4,male, Its status declined during the 12th century mainly due to the fact that crusaders had returned bearing gifts such as silks and spices that were valued more than what Byzantine markets offered.,its status declined during the twelfth century mainly due to the fact that crusaders had returned bearing gifts such as silks and spices that were valued more than what byzantine markets offered,train,0.1282051282051282,0.0,0.0
82,train_82,male_5,male, The blade on a modern ice skate has a double edge with a concave hollow between them. The two edges allow for a better grasp of the ice even when tilted.,the blade on a modern ice skate has a double edge with a concave hollow between them the two edges allow for a better grasp of the ice even when tilted,train,0.10683760683760683,0.0,0.0
83,train_83,male_3,male, I was moved every time we did a rehearsal on this from the bottom of my heart.,i was moved every time we did a rehearsal on this from the bottom of my heart,train,0.13418803418803418,0.0,0.0
87,train_87,male_7,male," Maru Shidor had finished on top of the ladder, six points clear of Noosa in second.",maroochydore had finished on top of the ladder six points clear of noosa in second,train,0.12991452991452992,0.13333333333333333,0.06493506493506493
89,train_89,male_10,male, Many buildings are quite beautiful to look at and the view from a tall building or from a cleverly positioned window can be a beauty to behold.,many buildings are quite beautiful to look at and the view from a tall building or from a cleverly-positioned window can be a beauty to behold,train,0.09401709401709402,0.0,0.0
91,train_91,male_3,male," In an adoption, the birth parents terminate their parental rights so that another couple may parent the child.",in an adoption the birth parents terminate their parental rights so that another couple may parent the child,train,0.13418803418803418,0.0,0.0
93,train_93,male_3,male," We will endeavor to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level, Hu said.",we will endeavour to cut carbon dioxide emissions per unit of gdp by a notable margin by 2020 from the 2005 level hu said,train,0.13418803418803418,0.0,0.0
94,train_94,male_11,male," Lead researchers say this may bring early detection of cancer, tuberculosis, HIV and malaria to patients in low-income countries where the survival rate for illnesses such as breast cancer can be above those of richer countries.",lead researchers say this may bring early detection of cancer tuberculosis hiv and malaria to patients in low-income countries where the survival rates for illnesses such as breast cancer can be half those of richer countries,train,0.05897435897435897,0.05405405405405406,0.02666666666666667
95,train_95,male_10,male, Dr. Lee also expressed his concern about reports that children in Turkey have now become infected with the AH5N1 avian influenza virus without becoming ill.,dr. lee also expressed his concern about reports that children in turkey have now become infected with the ah5n1 avian influenza virus without becoming ill,train,0.09401709401709402,0.0,0.0
104,train_104,male_5,male, Panama Papers is an umbrella term for roughly 10 million documents from Panamanian law firm Mossack Finesco leaked to the press in spring 2016.,panama papers is an umbrella term for roughly ten million documents from panamanian law firm mossack fonseca leaked to the press in spring 2016,train,0.10683760683760683,0.043478260869565216,0.02857142857142857
105,train_105,male_7,male," In an adoption, the birth parents terminate their parental rights so that another couple may parent the child.",in an adoption the birth parents terminate their parental rights so that another couple may parent the child,train,0.12991452991452992,0.0,0.0
106,train_106,male_1,male, You should choose your frequent flyer airline in an alliance carefully.,you should choose your frequent flyer airline in an alliance carefully,train,0.1170940170940171,0.0,0.0
107,train_107,male_0,male," Tropical storm Danielle, fourth named storm of the 2010 Atlantic hurricane season, has formed in the eastern Atlantic Ocean.",tropical storm danielle fourth named storm of the 2010 atlantic hurricane season has formed in the eastern atlantic ocean,train,0.11282051282051282,0.0,0.0
108,train_108,male_3,male, One of the most common problems when trying to convert a movie to DVD is the overscan.,one of the most common problems when trying to convert a movie to dvd format is the overscan,train,0.13418803418803418,0.05555555555555555,0.07608695652173914
109,train_109,male_3,male," The setting might be an historic old building with antique furnishings, manicured grounds, and a swimming pool.",the setting might be an historic old building with antique furnishings manicured grounds and a swimming pool,train,0.13418803418803418,0.0,0.0
110,train_110,male_3,male, Duty-free shopping is the opportunity to buy goods exempted from taxes and excises at certain locations.,duty free shopping is the opportunity to buy goods exempted from taxes and excises at certain locations,train,0.13418803418803418,0.0,0.0
119,train_119,male_1,male, The area is also home to an extremely wide variety of animal and bird species.,the area is also home to an extremely wide variety of animal and bird species,train,0.1170940170940171,0.0,0.0
120,train_120,male_0,male," The amount and thickness of the pack ice, according to Pitman, is the worst it has been for sealers in the past 15 years.",the amount and thickness of the pack ice according to pittman is the worst it has been for sealers in the past 15 years,train,0.11282051282051282,0.041666666666666664,0.008403361344537815
124,train_124,male_5,male," Tourist visits are costly, demand physical fitness, can only take place in summer November to February, and are largely limited to the Peninsula Islands and Ross Sea.",tourist visits are costly demand physical fitness can only take place in summer nov-feb and are largely limited to the peninsula islands and ross sea,train,0.10683760683760683,0.11538461538461539,0.087248322147651
134,train_134,male_7,male," Though smaller, it reminds some elderly visitors of Hawaii before statehood without all the large tourist hotels and other development.",though smaller it reminds some elderly visitors of hawaii before statehood without all the large tourist hotels and other development,train,0.12991452991452992,0.0,0.0
139,train_139,male_0,male, Efforts such for this crash site are being met by bad weather and harsh terrain.,efforts to search for the crash site are being met by bad weather and harsh terrain,train,0.11282051282051282,0.1875,0.0963855421686747
143,train_143,male_0,male," Historians have criticized past FBI policies for focusing resources on cases which are easy to solve, especially stolen car cases, with the intent of boosting the agency's success rate.",historians have criticized past fbi policies for focusing resources on cases which are easy to solve especially stolen car cases with the intent of boosting the agency's success rate,train,0.11282051282051282,0.0,0.0
147,train_147,male_10,male," Part of his charm is the lack of visible corporate development. Passes, trains and boats connect the villages and cars cannot reach them from the outside.",part of its charm is the lack of visible corporate development paths trains and boats connect the villages and cars cannot reach them from the outside,train,0.09401709401709402,0.07692307692307693,0.03333333333333333
149,train_149,male_5,male, This is the first time a conviction has been gained using the legislation enacted in 2003 to curb bulk email aka spam from unsolicited distribution into users' mailboxes.,this is the first time a conviction has been gained using the legislation enacted in 2003 to curb bulk e-mail aka spam from unsolicited distribution into users mailboxes,train,0.10683760683760683,0.06896551724137931,0.005988023952095809
151,train_151,male_3,male," In Rogaland and Agder, they are usually called hay, meaning a treeless moorland often covered in heather.",in rogaland and agder they are usually called hei meaning a treeless moorland often covered in heather,train,0.13418803418803418,0.058823529411764705,0.0196078431372549
153,train_153,male_1,male," However, very few Royal Navy ships were based near the likely invasion routes as the admirals were afraid they would be sunk by German air attack.",however very few royal navy ships were based near the likely invasion routes as the admirals were afraid they would be sunk by german air attack,train,0.1170940170940171,0.0,0.0
154,train_154,male_10,male, You can also have alloys that include small amounts of non-metallic elements like carbon.,you can also have alloys that include small amounts of non-metallic elements like carbon,train,0.09401709401709402,0.0,0.0
155,train_155,male_1,male," Also blogging forces students to become more savvy about the world around them. The need to feed the interest of the audience inspires students to be clever and interesting. Toto, 2004",also blogging forces students to become more savvy about the world around them. the need to feed the interest of the audience inspires students to be clever and interesting toto 2004,train,0.1170940170940171,0.0,0.0
156,train_156,male_3,male," The city will be the first in Southeastern Europe to host Cal Parade, the world's largest public art event between June and August this year.",the city will be the first in southeastern europe to host cowparade the world's largest public art event between june and august this year,train,0.13418803418803418,0.08,0.021897810218978103
158,train_158,male_1,male," The Guarani were the most significant indigenous group inhabiting what is now eastern Paraguay, living as semi-nomadic hunters who also practiced subsistence agriculture.",the guaraní were the most significant indigenous group inhabiting what is now eastern paraguay living as semi-nomadic hunters who also practised subsistence agriculture,train,0.1170940170940171,0.0,0.0
161,train_161,male_7,male," Although in the end Khrushchev sent in tanks to restore order, he did give way to some economic demands and agreed to appoint the popular Wladyslaw Gomułka as the new prime minister.",although in the end krushchev sent in tanks to restore order he did give way to some economic demands and agreed to appoint the popular wladyslaw gomulka as the new prime minister,train,0.12991452991452992,0.03125,0.00558659217877095
163,train_163,male_5,male," If you live in a city with a varied drinking culture, go to bars or pubs in neighborhoods you don't frequent.",if you live in a city with a varied drinking culture go to bars or pubs in neighborhoods you don't frequent,train,0.10683760683760683,0.0,0.0
165,train_165,male_10,male, It is the biggest acquisition in ebase history,it is the biggest acquisition in ebay's history,train,0.09401709401709402,0.2222222222222222,0.08333333333333333
166,train_166,male_0,male, He cave itself which survived the times gives a very vivid image of Muhammad's spiritual inclinations.,he cave itself which survived the times gives a very vivid image of muhammad's spiritual inclinations,train,0.11282051282051282,0.0,0.0
169,train_169,male_3,male, The Drukyal Dzong is a ruined fortress and Buddhist monastery in the upper part of the Paro district in Fande village.,the drukgyal dzong is a ruined fortress and buddhist monastery in the upper part of the paro district in phondey village,train,0.13418803418803418,0.09523809523809523,0.041666666666666664
174,train_174,male_1,male," According to the lawsuit, waste from the UN camp was not properly sanitized, causing bacteria to enter the tributary of the Ardibonite River, one of Haiti's largest.",according to the lawsuit waste from the un camp was not properly sanitized causing bacteria to enter the tributary of the artibonite river one of haiti's largest,train,0.1170940170940171,0.03571428571428571,0.006172839506172839
175,train_175,male_5,male," Around the 15th century, Northern Estonia was under great cultural influence of Germany.",around the 15th century northern estonia was under great cultural influence of germany,train,0.10683760683760683,0.0,0.0
177,train_177,male_5,male," After officials verify the voter's identity, the voter drops the envelope into the ballot box and signs the voting roll.",after officials verify the voter's identity the voter drops the envelope into the ballot box and signs the voting roll,train,0.10683760683760683,0.0,0.0
181,train_181,male_3,male, The cities of Harappa and Mohenjo-daro had a flush toilet in almost every house attached to a sophisticated sewage system.,the cities of harappa and mohenjo-daro had a flush toilet in almost every house attached to a sophisticated sewage system,train,0.13418803418803418,0.0,0.0
182,train_182,male_1,male," A cavalry is an army that fights on horseback. The saddle had not yet been invented, so the Assyrian cavalry fought on the bare backs of their horses.",a cavalry is an army that fights on horseback the saddle had not yet been invented so the assyrian cavalry fought on the bare backs of their horses,train,0.1170940170940171,0.0,0.0
185,train_185,male_4,male," If it becomes commercial, we should have it. That is, there is no in principle objection to nuclear energy, Mr. Costello said.",if it becomes commercial we should have it that is there's no in-principle objection to nuclear energy mr costello said,train,0.1282051282051282,0.0,0.0
187,train_187,male_1,male, Local media reports an airport fire vehicle rolled over while responding.,local media reports an airport fire vehicle rolled over while responding,train,0.1170940170940171,0.0,0.0
188,train_188,male_7,male, The hearing also marks the date for the suspect's right to a speedy trial.,the hearing also marks the date for the suspect's right to a speedy trial,train,0.12991452991452992,0.0,0.0
189,train_189,male_11,male," In the last years of the 18th century, the Vietnamese also invaded Cambodia.",in the last years of the 18th century the vietnamese also invaded cambodia,train,0.05897435897435897,0.0,0.0
196,train_196,male_0,male," In 1989, he helped created the seafronts with Brooks and Groening and was responsible for hiring the show's first writing team.",in 1989 he helped create the simpsons with brooks and groening and was responsible for hiring the show's first writing team,train,0.11282051282051282,0.09090909090909091,0.04918032786885246
197,train_197,male_5,male," John Grant from WNED Buffalo, Reading Rainbow's home station, said, Reading Rainbow taught kids how to read, the love of reading, and sure encouraged kids to pick up a book and to read.","john grant from wned buffalo reading rainbow's home station said reading rainbow taught kids why to read,... the love of reading — [the show] encouraged kids to pick up a book and to read.",train,0.10683760683760683,0.09375,0.07017543859649122
199,train_199,male_4,male, You need to notice the victim's position as you approach him or her and any automatic red flags.,you need to notice the victim's position as you approach him or her and any automatic red flags,train,0.1282051282051282,0.0,0.0
200,train_200,male_10,male, One of the main Christian tenets is that wealth should be used to alleviate suffering and poverty and that the monetary funds of the church are there specifically for that reason.,one of the main christian tenets is that wealth should be used to alleviate suffering and poverty and that the monetary funds of the church are there specifically for that reason,train,0.09401709401709402,0.0,0.0
204,train_204,male_0,male, Dark clouds unrelated to any volcanic activity were reported at the base of the mountain.,dark clouds unrelated to any volcanic activity were reported at the base of the mountain,train,0.11282051282051282,0.0,0.0
206,train_206,male_5,male, The Angkor Pass is needed to enter the temple so do not forget to bring your passport along when heading to Thang Lai Sap.,the angkor pass is needed to enter the temple so do not forget to bring your passport along when heading to tonle sap,train,0.10683760683760683,0.08695652173913043,0.05128205128205128
208,train_208,male_5,male," In the rainy season, November to March, the water volume will be higher and the falls will be more dramatic.",in the rainy season november to march the water volume will be higher and the falls will be more dramatic,train,0.10683760683760683,0.0,0.0
209,train_209,male_1,male," In 1994, the ethnically Armenian Nagorno-Karabakh region of Azerbaijan waged war against the Azeris.",in 1994 the ethnically armenian nagorno-karabakh region of azerbaijan waged war against the azeris,train,0.1170940170940171,0.0,0.0
210,train_210,male_0,male," The high middle ages were preceded by the early middle ages and followed by the late middle ages, which by conventional ends around 1500.",the high middle ages were preceded by the early middle ages and followed by the late middle ages which by convention ends around 1500,train,0.11282051282051282,0.041666666666666664,0.015037593984962405
213,train_213,male_4,male," The focus of this mindset is speed, logic, and accuracy, also identification of facts, reapplying existing techniques, gathering information.",the focus of this mindset is speed logic and accuracy also identification of facts reapplying existing techniques gathering information,train,0.1282051282051282,0.0,0.0
214,train_214,male_0,male, The postmodern approach to learning offers the freedom from absolutes. There is no one good way to learn.,the postmodern approach to learning offers the freedom from absolutes there is no one good way to learn,train,0.11282051282051282,0.0,0.0
215,train_215,male_4,male, The best indication of internal poisoning may be the presence of an open container of medication or toxic household chemicals.,the best indication of internal poisoning may be the presence of an open container of medication or toxic household chemicals,train,0.1282051282051282,0.0,0.0
217,train_217,male_1,male," The city will be the first in southeastern Europe to host Cow Parade, the world's largest public art event, between June and August this year.",the city will be the first in southeastern europe to host cowparade the world's largest public art event between june and august this year,train,0.1170940170940171,0.08,0.0072992700729927005
222,train_222,male_7,male," Mr. Rudd's decision to sign the Kyoto Climate Accord isolates the United States, which will now be the only developed nation not to ratify the agreement.",mr rudd's decision to sign the kyoto climate accord isolates the united states which will now be the only developed nation not to ratify the agreement,train,0.12991452991452992,0.0,0.0
224,train_224,male_0,male, The Iraq Study Group presented its report at 12.00 GMT today.,the iraq study group presented its report at 12.00 gmt today,train,0.11282051282051282,0.0,0.0
225,train_225,male_3,male," The sometimes violent protests were triggered by failure to hold elections, some due since 2011.",the sometimes-violent protests were triggered by failure to hold elections some due since 2011,train,0.13418803418803418,0.0,0.0
226,train_226,male_10,male," Though many of the animals in the park are used to seeing humans, the wildlife is nonetheless wild and should not be feared or disturbed.",though many of the animals in the park are used to seeing humans the wildlife is nonetheless wild and should not be fed or disturbed,train,0.09401709401709402,0.04,0.022727272727272728
227,train_227,male_5,male, Now for Japan. Japan was an island country just like Britain.,now for japan japan was an island country just like britain,train,0.10683760683760683,0.0,0.0
230,train_230,male_5,male, Haseya implied during the election that Ma might flee the country during a time of crisis.,hsieh implied during the election that ma might flee the country during a time of crisis,train,0.10683760683760683,0.0625,0.045454545454545456
236,train_236,male_5,male," In fact, region codes have absolutely no effect on illegal copying. A bit-for-bit copy of a disc will play just fine on any device where the original will.",in fact region codes have absolutely no effect on illegal copying a bit-for-bit copy of a disk will play just fine on any device where the original will,train,0.10683760683760683,0.0,0.0
240,train_240,male_1,male, The ancient city in the Judean hills has a fascinating history spanning thousands of years.,the ancient city in the judean hills has a fascinating history spanning thousands of years,train,0.1170940170940171,0.0,0.0
244,train_244,male_5,male," But regardless of his discovery, Eskimo tribes were already living there at the time.",but regardless of his discovery eskimo tribes were already living there at the time,train,0.10683760683760683,0.0,0.0
245,train_245,male_1,male, Illegal spirits can contain various dangerous impurities including methanol which can cause blindness or death even in small doses.,illegal spirits can contain various dangerous impurities including methanol which can cause blindness or death even in small doses,train,0.1170940170940171,0.0,0.0
246,train_246,male_7,male," It was to last for the next 40 years and would be fought for real by proxy armies on battleship fields from Africa to Asia, in Afghanistan, Cuba and many other places.",it was to last for the next 40 years and would be fought for real by proxy armies on battlefields from africa to asia in afghanistan cuba and many other places,train,0.12991452991452992,0.06451612903225806,0.031446540880503145
251,train_251,male_0,male, This has allowed zoom lenses to produce pictures of a quality comparable to that achieved by lenses with fixed focal length.,this has allowed zoom lenses to produce pictures of a quality comparable to that achieved by lenses with fixed focal length,train,0.11282051282051282,0.0,0.0
253,train_253,male_5,male," Anyone interested in seeing evidence of the damage to the mummy, Dundurag attempts to remove it from the coffin, will be disappointed as only the head and shoulders are visible.",anyone interested in seeing evidence of the damage to the mummy done during attempts to remove it from the coffin will be disappointed as only the head and shoulders are visible,train,0.10683760683760683,0.06451612903225806,0.02824858757062147
254,train_254,male_3,male, These plants look like a small palm tree with a crown of sharp spiky leaves.,these plants look like a small palm tree with a crown of sharp spiky leaves,train,0.13418803418803418,0.0,0.0
258,train_258,male_10,male, Using GPS navigation apps on your smartphone can be the easiest and most convenient way to navigate when out of your home country.,using gps navigation apps on your smartphone can be the easiest and most convenient way to navigate when out of your home country,train,0.09401709401709402,0.0,0.0
259,train_259,male_1,male," Jerusalem is the capital and largest city of Israel, though most other countries and the United Nations do not recognize it as Israel's capital.",jerusalem is the capital and largest city of israel though most other countries and the united nations do not recognize it as israel's capital,train,0.1170940170940171,0.0,0.0
266,train_266,male_1,male," Construction is ongoing for five new skyscrapers at the site, with a transportation center and a memorial park in the middle.",construction is ongoing for five new skyscrapers at the site with a transportation center and memorial park in the middle,train,0.1170940170940171,0.05,0.01694915254237288
269,train_269,male_5,male," While most of their food would have been familiar to us, Romans did have their share of strange or unusual feast items including wild boar, peacocks, snails, and a type of rodent called a dormouse.",while most of their food would be familiar to us romans did have their share of strange or unusual feast items including wild boar peacock snails and a type of rodent called a dormouse,train,0.10683760683760683,0.08823529411764706,0.043478260869565216
272,train_272,male_0,male, Most have involved people who work with the poultry but there is also some risk to bird watchers.,most have involved people who work with poultry but there is also some risk to birdwatchers,train,0.11282051282051282,0.1875,0.054945054945054944
273,train_273,male_11,male," There are infinite variations possible, but these remains what most people mean when they talk of going to the Disney World.",there are infinite variations possible but this remains what most people mean when they talk of going to disney world,train,0.05897435897435897,0.1,0.05128205128205128
276,train_276,male_5,male," These relations help in planning, design, and operations of roadway facilities.",these relationships help in planning design and operations of roadway facilities,train,0.10683760683760683,0.09090909090909091,0.05
281,train_281,male_1,male," Candidates can send representatives to witness every part of the process. In the evening, votes are counted by volunteers under heavy supervision, following specific procedures.",candidates can send representatives to witness every part of the process in the evening votes are counted by volunteers under heavy supervision following specific procedures,train,0.1170940170940171,0.0,0.0
282,train_282,male_0,male, For a day hike along an easy trail little preparation are needed and any moderately fit person can enjoy them.,for a day hike along an easy trail little preparations are needed and any moderately fit person can enjoy them,train,0.11282051282051282,0.05,0.00909090909090909
284,train_284,male_5,male," Children with ADD have a hard time focusing on things like schoolwork, but they can concentrate on things they enjoy doing like playing games or watching their favorite cartoons or writing sentences without punctuation.",children with add have a hard time focusing on things like school work but they can concentrate on things they enjoy doing like playing games or watching their favorite cartoons or writing sentences without punctuation,train,0.10683760683760683,0.05714285714285714,0.0045871559633027525
286,train_286,male_3,male," For example, if you were to see someone breaking a car window, you would probably assume he was trying to steal a stranger's car.",for example if you were to see someone breaking a car window you would probably assume he was trying to steal a stranger's car,train,0.13418803418803418,0.0,0.0
287,train_287,male_7,male," International horticultural expositions are specialized events which showcase floral displays, botanical gardens, and anything else to do with plants.",international horticultural expositions are specialised events which showcase floral displays botanical gardens and anything else to do with plants,train,0.12991452991452992,0.0,0.0
292,train_292,male_1,male," Lake Onega is also connected to Volga, so coming from the Caspian Sea through Russia is still possible.",lake onega is also connected to volga so coming from the caspian sea through russia is still possible,train,0.1170940170940171,0.0,0.0
295,train_295,male_7,male, Poitot received treatment to his shoulder at this point but managed to return to the game.,potro received treatment to his shoulder at this point but managed to return to the game,train,0.12991452991452992,0.0625,0.03409090909090909
300,train_300,male_0,male, Surgeons add knowledge of various sedatives including muffin from extract of poppy seeds and scopolamine from apple seeds.,surgeons had knowledge of various sedatives including morphine from extracts of poppy seeds and scopolamine from herbane seeds,train,0.11282051282051282,0.2222222222222222,0.1111111111111111
312,train_312,male_3,male," Out on the savannah, it is hard for a primate with a digestive system like that of humans to satisfy its amino acid requirements from available plant resources.",out on the savanna it is hard for a primate with a digestive system like that of humans to satisfy its amino-acid requirements from available plant resources,train,0.13418803418803418,0.03571428571428571,0.006369426751592357
